,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,AgeCategories,HoursCategories,total_issues,total_%
477,60,YouTube Music,2.0,Yes,No,No,Rock,No,Yes,132.0,Sometimes,Sometimes,Never,Sometimes,Rarely,Never,Rarely,Never,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,4.0,4.0,2.0,0.0,Improve,Elderly,Minimal,10.0,25.0
478,15,Spotify,2.0,Yes,Yes,Yes,Pop,Yes,No,102.0,Rarely,Rarely,Sometimes,Never,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Never,Very frequently,Sometimes,Never,Sometimes,Very frequently,9.0,8.0,10.0,9.0,Improve,Teen,Minimal,36.0,90.0
479,18,YouTube Music,6.0,Yes,No,No,EDM,Yes,Yes,91.0,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Never,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,5.0,5.0,7.0,0.0,Improve,Young,High,17.0,42.5
480,58,Other streaming service,3.0,Yes,No,No,Hip hop,Yes,Yes,127.0,Sometimes,Never,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Never,Sometimes,Very frequently,Never,Rarely,Very frequently,Sometimes,Sometimes,Never,4.0,6.0,8.0,1.0,Improve,Middle,Moderate,19.0,47.5
481,28,Other streaming service,1.0,Yes,No,No,Lofi,Yes,Yes,82.0,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,4.0,8.0,5.0,0.0,Improve,Young,Minimal,17.0,42.5
482,22,Spotify,4.0,Yes,Yes,No,Lofi,Yes,No,141.0,Rarely,Rarely,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Very frequently,Never,9.0,10.0,6.0,7.0,Improve,Young,Moderate,32.0,80.0
483,49,YouTube Music,0.5,No,No,No,Classical,No,No,114.0,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,3.0,2.0,2.0,2.0,Improve,Middle,Minimal,9.0,22.5
484,20,YouTube Music,8.0,Yes,No,No,Rock,Yes,Yes,148.0,Never,Rarely,Rarely,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Never,Very frequently,Sometimes,6.0,2.0,2.0,1.0,Improve,Young,High,11.0,27.500000000000004
485,55,YouTube Music,15.0,Yes,No,No,Rock,No,No,156.0,Rarely,Never,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Very frequently,Never,2.0,0.0,3.0,0.0,No effect,Middle,Extreme,5.0,12.5
486,48,Spotify,1.5,Yes,Yes,No,Metal,No,No,185.0,Rarely,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Rarely,10.0,8.0,0.0,4.0,Improve,Middle,Minimal,22.0,55.00000000000001
487,14,Spotify,2.0,Yes,Yes,No,K pop,Yes,Yes,114.0,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,4.0,4.0,2.0,2.0,Improve,Teen,Minimal,12.0,30.0
488,18,Spotify,3.0,Yes,Yes,No,Pop,Yes,Yes,120.0,Sometimes,Never,Sometimes,Rarely,Never,Very frequently,Sometimes,Very frequently,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,7.0,8.0,6.0,2.0,Improve,Young,Moderate,23.0,57.49999999999999
489,25,Spotify,1.0,Yes,No,No,Pop,Yes,Yes,80.0,Very frequently,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,7.0,6.0,5.0,5.0,Improve,Young,Minimal,23.0,57.49999999999999
490,71,I do not use a streaming service.,0.25,Yes,No,No,Gospel,No,Yes,116.33333333333333,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Rarely,Never,1.0,0.0,0.0,0.0,Improve,Elderly,Minimal,1.0,2.5
491,60,YouTube Music,1.0,No,Yes,Yes,Gospel,No,No,116.33333333333333,Sometimes,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,6.0,2.0,8.0,0.0,Improve,Elderly,Minimal,16.0,40.0
492,18,I do not use a streaming service.,1.0,Yes,No,Yes,Video game music,No,No,116.0,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Sometimes,Very frequently,4.0,5.0,7.0,0.0,No effect,Young,Minimal,16.0,40.0
493,19,Spotify,5.0,Yes,No,No,Hip hop,No,Yes,99.0,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,10.0,7.0,0.0,0.0,Improve,Young,High,17.0,42.5
494,74,I do not use a streaming service.,1.0,No,No,No,Pop,No,No,129.0,Rarely,Very frequently,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Never,Sometimes,Never,4.0,2.0,1.0,0.0,Improve,Elderly,Minimal,7.0,17.5
495,36,Pandora,1.0,Yes,No,No,Hip hop,No,No,131.0,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Never,7.0,6.0,2.0,3.0,Improve,Middle,Minimal,18.0,45.0
496,14,Spotify,7.0,Yes,No,No,Lofi,Yes,Yes,95.0,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Very frequently,Never,Very frequently,Never,Sometimes,Never,Rarely,3.0,2.0,8.0,0.0,Improve,Teen,High,13.0,32.5
497,20,Spotify,3.0,No,Yes,Yes,Hip hop,Yes,Yes,80.0,Very frequently,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,10.0,7.0,4.0,3.0,Improve,Young,Moderate,24.0,60.0
498,15,Spotify,3.0,Yes,No,No,K pop,Yes,Yes,204.0,Rarely,Never,Rarely,Never,Never,Very frequently,Sometimes,Very frequently,Never,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,4.0,0.0,0.0,0.0,No effect,Teen,Moderate,4.0,10.0
499,19,I do not use a streaming service.,7.0,Yes,No,No,Rock,No,No,128.0,Sometimes,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Sometimes,7.0,7.0,0.0,0.0,Improve,Young,High,14.0,35.0
500,29,Spotify,8.0,Yes,No,No,EDM,No,Yes,140.0,Rarely,Sometimes,Very frequently,Sometimes,Never,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Very frequently,Very frequently,6.0,7.0,4.0,1.0,Improve,Young,High,18.0,45.0
501,24,Spotify,2.0,Yes,No,No,Metal,Yes,No,159.0,Never,Rarely,Very frequently,Sometimes,Very frequently,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Never,Sometimes,Rarely,7.0,6.0,2.0,7.0,Improve,Young,Minimal,22.0,55.00000000000001
502,18,Apple Music,2.0,Yes,No,No,Pop,Yes,Yes,104.0,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Never,6.0,5.0,8.0,0.0,Improve,Young,Minimal,19.0,47.5
503,21,Spotify,2.0,Yes,No,No,Rock,Yes,Yes,97.0,Sometimes,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,10.0,10.0,2.0,3.0,Improve,Young,Minimal,25.0,62.5
504,19,Spotify,2.0,Yes,No,No,K pop,Yes,Yes,80.0,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,7.0,6.0,5.0,1.0,Improve,Young,Minimal,19.0,47.5
505,25,Spotify,4.0,No,No,No,Video game music,Yes,Yes,134.0,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,Never,Never,Very frequently,3.0,0.0,0.0,0.0,Improve,Young,Moderate,3.0,7.5
506,28,Spotify,8.0,Yes,No,No,Rock,Yes,Yes,124.05298013245033,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8.0,2.0,1.0,0.0,No effect,Young,High,11.0,27.500000000000004
507,27,Other streaming service,4.0,Yes,No,No,Rap,Yes,No,135.0,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Rarely,7.0,6.0,6.0,5.0,Improve,Young,Moderate,24.0,60.0
508,60,Spotify,1.0,No,No,No,Rock,Yes,No,129.0,Sometimes,Rarely,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Sometimes,Never,3.0,2.0,5.0,0.0,No effect,Elderly,Minimal,10.0,25.0
509,25,YouTube Music,5.0,No,No,No,Metal,No,Yes,142.76315789473685,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Rarely,8.0,2.0,1.0,0.0,Improve,Young,High,11.0,27.500000000000004
510,60,Other streaming service,2.0,Yes,No,No,Rock,No,No,124.05298013245033,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Never,7.0,7.0,2.0,4.0,Improve,Elderly,Minimal,20.0,50.0
511,43,Other streaming service,1.0,No,No,No,Country,No,No,110.0,Never,Very frequently,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,5.0,1.0,1.0,1.0,Improve,Middle,Minimal,8.0,20.0
512,51,I do not use a streaming service.,5.0,Yes,No,No,Rock,No,No,180.0,Sometimes,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Very frequently,Rarely,1.0,2.0,1.0,0.0,No effect,Middle,High,4.0,10.0
513,63,YouTube Music,8.0,Yes,No,No,Rock,Yes,No,70.0,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Never,2.0,1.0,2.0,2.0,Improve,Elderly,High,7.0,17.5
514,64,YouTube Music,2.0,Yes,No,No,Classical,No,No,114.575,Very frequently,Never,Rarely,Very frequently,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Never,5.0,2.0,4.0,0.0,Improve,Elderly,Minimal,11.0,27.500000000000004
515,22,Spotify,2.0,Yes,No,No,Pop,No,No,118.90721649484536,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,7.0,2.0,1.0,0.0,Improve,Young,Minimal,10.0,25.0
516,24,YouTube Music,1.0,Yes,No,No,Folk,No,Yes,103.0,Sometimes,Never,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,10.0,10.0,7.0,8.0,Improve,Young,Minimal,35.0,87.5
517,19,Spotify,8.0,Yes,No,No,Pop,Yes,Yes,99.0,Rarely,Sometimes,Sometimes,Very frequently,Never,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,7.0,2.0,1.0,6.0,Improve,Young,High,16.0,40.0
518,56,Apple Music,8.0,Yes,No,No,Pop,Yes,No,117.0,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,6.0,4.0,1.0,0.0,Improve,Middle,High,11.0,27.500000000000004
519,20,Spotify,1.0,No,No,No,EDM,Yes,No,102.0,Rarely,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Rarely,Very frequently,Rarely,Very frequently,Never,Never,Never,Never,5.0,9.0,6.0,1.0,Improve,Young,Minimal,21.0,52.5
520,19,I do not use a streaming service.,1.0,Yes,Yes,No,Video game music,No,No,127.0,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,7.0,5.0,7.0,0.0,Improve,Young,Minimal,19.0,47.5
521,20,Spotify,8.0,Yes,No,No,Jazz,Yes,Yes,93.0,Rarely,Sometimes,Rarely,Very frequently,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Sometimes,Rarely,7.0,6.0,7.0,4.0,Improve,Young,High,24.0,60.0
522,60,Spotify,2.0,Yes,No,No,Rock,No,No,124.05298013245033,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Very frequently,Never,0.0,0.0,0.0,0.0,Improve,Elderly,Minimal,0.0,0.0
523,65,Apple Music,6.0,Yes,No,No,R&B,No,Yes,146.0,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Very frequently,Never,Sometimes,Never,3.0,5.0,0.0,2.0,No effect,Elderly,High,10.0,25.0
524,28,Spotify,3.0,No,Yes,Yes,Metal,Yes,Yes,142.76315789473685,Very frequently,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Never,Very frequently,Very frequently,8.0,8.0,5.0,2.0,Improve,Young,Moderate,23.0,57.49999999999999
525,18,I do not use a streaming service.,4.0,Yes,Yes,No,EDM,No,Yes,150.0,Very frequently,Never,Very frequently,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Rarely,Rarely,Sometimes,8.0,7.0,10.0,6.0,Improve,Young,Moderate,31.0,77.5
526,42,Spotify,2.0,Yes,No,No,Rock,No,Yes,85.0,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,2.0,4.0,5.0,2.0,Improve,Middle,Minimal,13.0,32.5
527,80,I do not use a streaming service.,3.0,Yes,Yes,No,Classical,No,No,122.0,Very frequently,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Sometimes,7.0,3.0,9.0,2.0,Improve,Elderly,Moderate,21.0,52.5
528,22,I do not use a streaming service.,4.0,No,No,Yes,Pop,Yes,No,118.90721649484536,Rarely,Sometimes,Very frequently,Sometimes,Never,Rarely,Never,Never,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Never,8.0,7.0,4.0,4.0,Improve,Young,Moderate,23.0,57.49999999999999
529,56,Other streaming service,2.0,No,No,No,Jazz,Yes,Yes,120.0,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Very frequently,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,0.0,0.0,0.0,5.0,No effect,Middle,Minimal,5.0,12.5
530,20,YouTube Music,1.0,Yes,No,No,Pop,No,Yes,120.0,Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Never,8.0,6.0,9.0,8.0,Improve,Young,Minimal,31.0,77.5
531,15,Spotify,1.0,Yes,No,No,Video game music,Yes,Yes,150.0,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,4.0,2.0,3.0,2.0,Improve,Teen,Minimal,11.0,27.500000000000004
533,57,Spotify,2.0,Yes,Yes,No,Gospel,No,No,174.0,Sometimes,Never,Never,Rarely,Very frequently,Never,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,6.0,4.0,10.0,0.0,Improve,Middle,Minimal,20.0,50.0
534,22,Apple Music,7.0,Yes,No,No,Pop,Yes,Yes,112.0,Never,Never,Sometimes,Rarely,Never,Very frequently,Never,Very frequently,Sometimes,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,8.0,8.0,10.0,0.0,Improve,Young,High,26.0,65.0
535,17,Spotify,5.0,Yes,No,No,Pop,Yes,Yes,180.0,Never,Never,Sometimes,Never,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,Sometimes,Rarely,Rarely,5.0,5.0,5.0,5.0,Improve,Young,High,20.0,50.0
536,19,Spotify,3.0,Yes,No,No,Rock,No,No,121.0,Never,Very frequently,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Sometimes,Very frequently,Sometimes,10.0,8.0,6.0,2.0,No effect,Young,Moderate,26.0,65.0
537,50,I do not use a streaming service.,1.0,No,No,No,Rock,No,No,98.0,Sometimes,Sometimes,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Never,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Never,0.0,0.0,7.0,0.0,Improve,Middle,Minimal,7.0,17.5
538,24,Spotify,6.0,Yes,Yes,Yes,Rock,Yes,Yes,118.0,Never,Rarely,Sometimes,Very frequently,Never,Rarely,Rarely,Sometimes,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Sometimes,8.0,8.0,10.0,0.0,Improve,Young,High,26.0,65.0
539,67,Apple Music,2.0,No,No,No,Rock,Yes,No,124.05298013245033,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,8.0,2.0,0.0,0.0,No effect,Elderly,Minimal,10.0,25.0
540,18,Other streaming service,3.0,Yes,Yes,Yes,Metal,Yes,No,135.0,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Never,7.0,8.0,4.0,10.0,Improve,Young,Moderate,29.0,72.5
541,20,Spotify,1.5,Yes,No,No,Country,No,No,110.19047619047619,Rarely,Very frequently,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,0.0,2.0,0.0,1.0,Improve,Young,Minimal,3.0,7.5
542,15,Spotify,4.0,Yes,Yes,No,Pop,Yes,No,105.0,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,3.0,5.0,4.0,0.0,Improve,Teen,Moderate,12.0,30.0
543,17,Spotify,2.0,Yes,Yes,No,Pop,Yes,Yes,122.0,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,Sometimes,Never,Never,5.0,2.0,3.0,1.0,Improve,Young,Minimal,11.0,27.500000000000004
544,32,YouTube Music,2.0,Yes,No,No,Folk,Yes,No,113.92,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,6.0,1.0,0.0,0.0,Improve,Middle,Minimal,7.0,17.5
545,18,Spotify,2.0,No,No,No,Rap,Yes,Yes,136.0,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Very frequently,6.0,3.0,4.0,2.0,Improve,Young,Minimal,15.0,37.5
546,18,Spotify,1.0,Yes,Yes,Yes,Rock,Yes,No,165.0,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,5.0,6.0,8.0,2.0,Improve,Young,Minimal,21.0,52.5
547,18,Spotify,3.0,Yes,No,No,K pop,Yes,Yes,130.0,Sometimes,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Rarely,Sometimes,Rarely,8.0,4.0,7.0,5.0,Improve,Young,Moderate,24.0,60.0
548,19,Spotify,3.0,Yes,No,No,Pop,Yes,No,118.90721649484536,Never,Never,Very frequently,Never,Never,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Rarely,Sometimes,1.0,1.0,2.0,3.0,Improve,Young,Moderate,7.0,17.5
549,18,Spotify,2.0,No,Yes,No,Rock,Yes,No,115.0,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Never,8.0,3.0,1.0,3.0,Improve,Young,Minimal,15.0,37.5
550,17,Other streaming service,6.0,Yes,No,Yes,Rap,Yes,No,140.0,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Very frequently,Rarely,Never,3.0,3.0,0.0,0.0,Improve,Young,High,6.0,15.0
551,34,Spotify,3.0,Yes,No,No,Classical,No,Yes,95.0,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,0.0,0.0,0.0,0.0,No effect,Middle,Moderate,0.0,0.0
552,18,YouTube Music,3.0,Yes,No,No,Pop,No,No,150.0,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Rarely,Rarely,Never,Rarely,Rarely,Very frequently,Rarely,Very frequently,Rarely,Sometimes,5.0,4.0,2.0,0.0,No effect,Young,Moderate,11.0,27.500000000000004
553,18,Spotify,2.0,Yes,No,No,R&B,Yes,No,97.0,Never,Never,Never,Never,Sometimes,Very frequently,Rarely,Never,Rarely,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,2.0,4.0,0.0,0.0,Improve,Young,Minimal,6.0,15.0
554,22,I do not use a streaming service.,2.0,Yes,No,No,Video game music,No,No,119.75,Sometimes,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Never,Very frequently,4.0,6.0,0.0,2.0,Improve,Young,Minimal,12.0,30.0
555,18,Spotify,2.0,Yes,No,Yes,Pop,Yes,No,118.90721649484536,Sometimes,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Never,Sometimes,Sometimes,5.0,7.0,2.0,0.0,Improve,Young,Minimal,14.0,35.0
556,19,Spotify,3.0,Yes,No,No,Rock,Yes,Yes,122.0,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Never,4.0,0.0,7.0,0.0,No effect,Young,Moderate,11.0,27.500000000000004
557,25,I do not use a streaming service.,4.0,Yes,No,No,Pop,Yes,Yes,150.0,Rarely,Never,Sometimes,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Rarely,10.0,8.0,6.0,2.0,No effect,Young,Moderate,26.0,65.0
558,17,Spotify,2.0,Yes,Yes,Yes,R&B,Yes,No,117.96551724137932,Very frequently,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Never,3.0,3.0,1.0,0.0,Improve,Young,Minimal,7.0,17.5
559,25,Spotify,5.0,Yes,Yes,No,Rock,Yes,No,125.0,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Sometimes,Very frequently,Sometimes,8.0,7.0,2.0,1.0,Improve,Young,High,18.0,45.0
560,18,Spotify,2.0,Yes,No,No,R&B,No,No,96.0,Sometimes,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,3.0,3.0,0.0,3.0,Improve,Young,Minimal,9.0,22.5
562,24,Spotify,7.0,Yes,No,No,Folk,Yes,Yes,137.0,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,10.0,10.0,8.0,10.0,Improve,Young,High,38.0,95.0
563,16,Spotify,3.0,Yes,Yes,No,K pop,No,Yes,174.0,Rarely,Never,Sometimes,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Never,Very frequently,Rarely,Sometimes,Never,Never,10.0,2.0,7.0,8.0,Improve,Teen,Moderate,27.0,67.5
564,18,Spotify,3.0,No,Yes,Yes,Metal,Yes,No,210.0,Never,Never,Never,Rarely,Never,Sometimes,Very frequently,Never,Rarely,Never,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Rarely,9.0,6.0,8.0,5.0,Improve,Young,Moderate,28.0,70.0
